"year","rank","movie","tconst","distributor","theaters","gross","totalgross","releasedate","name","nconst","ordering","category","gender","ethnicity","isomerism","orientation","disability"
2018,6,"The Grinch","tt2709692","Universal Pictures",4141,266280410,270620950,"Nov 9","Yarrow Cheney","nm0155528",5,"director","man","white","cis","straight","nondisabled"
2018,6,"The Grinch","tt2709692","Universal Pictures",4141,266280410,270620950,"Nov 9","Scott Mosier","nm0608714",6,"director","man","white","cis","straight","nondisabled"
2018,6,"The Grinch","tt2709692","Universal Pictures",4141,266280410,270620950,"Nov 9","Michael LeSieur","nm1942829",7,"writer","man","white","cis","NA","nondisabled"
2018,6,"The Grinch","tt2709692","Universal Pictures",4141,266280410,270620950,"Nov 9","Tommy Swerdlow","nm0842476",8,"writer","man","white","cis","straight","nondisabled"
2018,6,"The Grinch","tt2709692","Universal Pictures",4141,266280410,270620950,"Nov 9","Dr. Seuss","nm0317450",9,"writer","man","white","cis","straight","nondisabled"
2018,6,"The Grinch","tt2709692","Universal Pictures",4141,266280410,270620950,"Nov 9","Janet Healy","nm0372329",10,"producer","woman","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Dwayne Johnson","nm0425005",1,"actor","man","black","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Karen Gillan","nm2394794",2,"actor","woman","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Kevin Hart","nm0366389",3,"actor","man","black","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Jack Black","nm0085312",4,"actor","man","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Jake Kasdan","nm0440458",5,"director","man","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Chris McKenna","nm0571344",6,"writer","man","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Erik Sommers","nm1273099",7,"writer","man","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Scott Rosenberg","nm0003298",8,"writer","man","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Jeff Pinkner","nm0684374",9,"writer","man","white","cis","straight","nondisabled"
2018,7,"Jumanji: Welcome to the Jungle","tt2283362","Sony Pictures Releasing",3849,235512923,404515480,"Dec 20","Chris Van Allsburg","nm0885575",10,"writer","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Tom Cruise","nm0000129",1,"actor","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Henry Cavill","nm0147147",2,"actor","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Ving Rhames","nm0000609",3,"actor","man","black","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Simon Pegg","nm0670408",4,"actor","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Christopher McQuarrie","nm0003160",5,"director","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Bruce Geller","nm0312367",6,"writer","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","J.J. Abrams","nm0009190",7,"producer","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Jake Myers","nm0616735",8,"producer","man","white","cis","straight","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Lorne Balfe","nm1154632",9,"composer","man","white","cis","NA","nondisabled"
2018,8,"Mission: Impossible - Fallout","tt4912910","Paramount Pictures",4395,220159104,220159104,"Jul 27","Rob Hardy","nm1134771",10,"cinematographer","man","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Paul Rudd","nm0748620",1,"actor","man","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Evangeline Lilly","nm1431940",2,"actor","woman","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Michael Peña","nm0671567",3,"actor","man","latinx","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Walton Goggins","nm0324658",4,"actor","man","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Peyton Reed","nm0715636",5,"director","man","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Chris McKenna","nm0571344",6,"writer","man","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Erik Sommers","nm1273099",7,"writer","man","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Andrew Barrer","nm3029372",8,"writer","man","white","cis","NA","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Gabriel Ferrari","nm2592245",9,"writer","man","white","cis","straight","nondisabled"
2018,9,"Ant-Man and the Wasp","tt5095030","Walt Disney Studios Motion Pictures",4206,216648740,216648740,"Jul 6","Stan Lee","nm0498278",10,"writer","man","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Alden Ehrenreich","nm2403277",1,"actor","man","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Woody Harrelson","nm0000437",2,"actor","man","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Emilia Clarke","nm3592338",3,"actor","woman","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Donald Glover","nm2255973",4,"actor","man","black","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Ron Howard","nm0000165",5,"director","man","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Jonathan Kasdan","nm0440459",6,"writer","man","white","cis","NA","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Lawrence Kasdan","nm0001410",7,"writer","man","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","George Lucas","nm0000184",8,"writer","man","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Simon Emanuel","nm0004012",9,"producer","man","white","cis","straight","nondisabled"
2018,10,"Solo: A Star Wars Story","tt3778644","Walt Disney Studios Motion Pictures",4381,213767512,213767512,"May 25","Kathleen Kennedy","nm0005086",10,"producer","woman","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Tom Hardy","nm0362766",1,"actor","man","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Michelle Williams","nm0931329",2,"actor","woman","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Riz Ahmed","nm1981893",3,"actor","man","asian","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Scott Haze","nm2020278",4,"actor","man","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Ruben Fleischer","nm0281508",5,"director","man","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Jeff Pinkner","nm0684374",6,"writer","man","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Scott Rosenberg","nm0003298",7,"writer","man","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Kelly Marcel","nm0545150",8,"writer","woman","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","Todd McFarlane","nm0568825",9,"writer","man","white","cis","straight","nondisabled"
2018,11,"Venom","tt1270797","Sony Pictures Releasing",4250,213312395,213515506,"Oct 5","David Michelinie","nm2163440",10,"writer","man","white","cis","NA","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Lady Gaga","nm3078932",1,"actor","woman","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Bradley Cooper","nm0177896",2,"actor","man","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Sam Elliott","nm0000385",3,"actor","man","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Greg Grunberg","nm0342399",4,"actor","man","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Eric Roth","nm0744839",5,"writer","man","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Will Fetters","nm3391497",6,"writer","man","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Moss Hart","nm0366454",7,"writer","man","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","John Gregory Dunne","nm0242869",8,"writer","man","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Joan Didion","nm0225820",9,"writer","woman","white","cis","straight","nondisabled"
2018,12,"A Star Is Born","tt1517451","Warner Bros.",3904,201157885,215288866,"Oct 5","Frank Pierson","nm0682757",10,"writer","man","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Jason Momoa","nm0597388",1,"actor","man","pacific","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Amber Heard","nm1720028",2,"actor","woman","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Willem Dafoe","nm0000353",3,"actor","man","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Patrick Wilson","nm0933940",4,"actor","man","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","James Wan","nm1490123",5,"director","man","asian","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","David Leslie Johnson-McGoldrick","nm0424901",6,"writer","man","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Will Beall","nm3263825",7,"writer","man","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Geoff Johns","nm0424315",8,"writer","man","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Paul Norris","nm3542504",9,"writer","man","white","cis","straight","nondisabled"
2018,13,"Aquaman","tt1477834","Warner Bros.",4184,199059824,335061807,"Dec 21","Mort Weisinger","nm0918816",10,"writer","man","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Rami Malek","nm1785339",1,"actor","man","middleeast","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Lucy Boynton","nm2377903",2,"actor","woman","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Gwilym Lee","nm3152605",3,"actor","man","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Ben Hardy","nm5228887",4,"actor","man","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Bryan Singer","nm0001741",5,"director","man","white","cis","lgb","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Anthony McCarten","nm0565026",6,"writer","man","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Peter Morgan","nm0604948",7,"writer","man","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Jim Beach","nm0063473",8,"producer","man","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","Graham King","nm0454752",9,"producer","man","white","cis","straight","nondisabled"
2018,14,"Bohemian Rhapsody","tt1727824","Twentieth Century Fox",4000,189813133,216428042,"Nov 2","John Ottman","nm0653211",10,"composer","man","white","cis","lgb","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Emily Blunt","nm1289434",1,"actor","woman","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","John Krasinski","nm1024677",2,"actor","man","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Millicent Simmonds","nm8075925",3,"actor","woman","white","cis","NA","disabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Noah Jupe","nm7415871",4,"actor","man","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Bryan Woods","nm1456816",5,"writer","man","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Scott Beck","nm1399714",6,"writer","man","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Michael Bay","nm0000881",7,"producer","man","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Andrew Form","nm0286320",8,"producer","man","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Brad Fuller","nm0298181",9,"producer","man","white","cis","straight","nondisabled"
2018,15,"A Quiet Place","tt6644200","Paramount Pictures",3808,188024361,188024361,"Apr 6","Marco Beltrami","nm0001937",10,"composer","man","white","cis","straight","nondisabled"
2018,16,"Ralph Breaks the Internet","tt5848272","Walt Disney Studios Motion Pictures",4017,177616854,201091711,"Nov 21","John C. Reilly","nm0000604",1,"actor","man","white","cis","straight","nondisabled"
2018,16,"Ralph Breaks the Internet","tt5848272","Walt Disney Studios Motion Pictures",4017,177616854,201091711,"Nov 21","Sarah Silverman","nm0798971",2,"actor","woman","white","cis","straight","nondisabled"
2018,16,"Ralph Breaks the Internet","tt5848272","Walt Disney Studios Motion Pictures",4017,177616854,201091711,"Nov 21","Gal Gadot","nm2933757",3,"actor","woman","middleeast","cis","straight","nondisabled"
2018,16,"Ralph Breaks the Internet","tt5848272","Walt Disney Studios Motion Pictures",4017,177616854,201091711,"Nov 21","Taraji P. Henson","nm0378245",4,"actor","woman","black","cis","straight","nondisabled"
